id,text,Achievement,Self-direction,Hedonism,Security,Power,Stimulation,Benevolence,Universalism,Conformity,Tradition
445,great lightweight and simple client with enough features build in but i personally have been having issues with the client randomly disconnecting from account sometimes both rather annoying but still a nice client ,0,0,0,1,0,0,0,0,0,0
446,whilst the apps ui make it a pleasure to use it still needs some improvement in the core simple thinks like sending files is limited to images only etc ,0,1,1,0,0,0,0,0,0,0
447,joining conferences works better in this app than any other android mpp client i have tried but i am missing the ability to sign out manually set my own presence and use my serverside contact groups id also like the option to not have the app start on boot i use this to connect to my work i am on my personal phone and i do not want to appear online outside my work hours ,0,1,0,1,0,0,0,0,0,0
448,not a bad client but the ui in my opinion is ugly and intuitive i would like the option to show online friends only and how does one close an existing chat i love that you can send files and the encryption support is nice but the ui guys ,0,1,0,1,0,0,0,0,0,0
449,if there is a way to join existing conferences i cannot find it most of the app a but that is a total deal breaker and so frustrating that its not there ,1,0,0,0,0,0,0,0,0,0
450,version does not work for me connection to server conversations fails error message incompatible server solved the error only occurs if require channel binding is activated ,0,0,0,0,0,0,0,0,0,0
451,great app however some of my connects messages only come in encrypted i am not sure how to fix this ,0,0,0,1,0,0,0,0,0,0
452,me and my contact are registered on same abbr server she is using skin i am on ios and me conversations on android she can make a voicevideo call and i can answer and its works however i cannot see any call button to make a call her via conversations am i doing something wrong ,0,0,0,0,0,0,0,0,0,0
453,this app works perfect it works as intended and has a lot of useful features however one thing i would love to see in this app is support for otr ,1,1,0,0,0,0,0,0,0,0
454,works great sending text messages but gets stuck at sending pictures at ,0,0,0,0,0,0,0,0,0,0
455,the apps been superb would prefer to see less regular updates with patches released in more stable versions it feels like am on some beta test with new versions issued every few days ,0,0,0,1,0,0,0,0,0,0
456,pretty good id like to see more customization for colours ,0,1,0,0,0,0,0,0,0,0
457,the main system problem is that attachments are not encrypted by design useless without this option hope i am wrongprobably i am using incompatible linux client dino what is your recommendation for linux ,0,0,0,1,0,0,0,0,0,0
458,for day to day family conversation the mainstream apps are a better option but for teaches and privacy lovers this might be the next best thing ,0,0,0,1,0,0,0,0,0,0
459,why does it not support otr anymore i would like to use the series but still need otr support ,0,1,0,0,0,0,0,0,0,0
460,works very nicely and efficiently can actually transfer files no audiovideo chat ,1,0,0,0,0,0,0,0,0,0
461,id really love to see a feature that allows me more control over when notifications show for example tie it to a location or wifi network that way i could set it to only notify for that server when i am at home ,0,1,0,0,0,0,0,0,0,0
462,the client itself is good however it does not follow google material design guidelines and looks like a black sheep among other apps still lacks some small features like shared media list search filters etc ,0,1,0,0,0,0,0,0,1,0
463,seems to work pretty well with my company server some its the new account dialog should have the option for advanced settings rather than having to know there is a setting to turn on memo should be an acctbased preference because sending a message just hangs if the server does not support it also is there a way to see who enters and leaves a conference like virgin does ,0,0,0,0,0,0,0,0,0,0
464,this is excellent and a great successor to chat secure the only bad thing is getting help when i needed it was tough for a paid app ,1,0,0,1,0,0,0,0,0,0
465,really good app would give stars if it gave me any clue at all as to the status of my contacts cannot even tell of they are online let alone availableaway ,0,0,0,1,0,0,0,0,0,0
466,works with my company abbr server one of few that does would love to see a logo button so i can stop killing the app to log out and more exposed indicators of each persons online status ie on the main screen next to each persons name ,0,0,0,1,0,0,0,0,0,0
467,i like this app stable simple and usable the only function i need additionally is to manage groups the dynamic tags at the moment it is possible only to view them ,0,1,0,1,0,0,0,0,0,0
468,best mobile abbr client app i know however i am missing a way to encrypted all conversations with a password like it is possible with three or signal messenger note that encryption the complete phone is not a solution for me i am also missing a way to entered emotions but it seems like this feature is not going to be implemented in the near future ,0,0,0,1,0,0,0,0,0,0
469,fantastic but please implement onlineoffline indicators in the contacts view i prefer not to hide offline ,0,1,0,1,0,0,0,0,0,0
470,this is hands down the best mpp app for android but note most of the features depend on the servers and because it does not require google cloud messaging it uses quite a bit more battery than the usual messenger app ,0,1,0,1,0,0,0,0,0,0
471,please add option for status indicators i cannot tell if online contacts are away also please fix the constant abbr reconnect my connection is perfectly stable and no other apps have this issue also would love an option for persistent notification to indicate i am online in the background similar to how i am does it ,0,0,0,1,0,0,0,0,0,0
472,it has some ui flaws and limited functionality but it supports memo and other nice features ,0,1,0,0,0,0,0,0,0,0
473,good mpp client with lots of features however such basic thing as going offline is somewhat complicated in here apart from that app is nice and easy to use ,0,1,0,0,0,0,0,0,0,0
474,this app is very close to others like whatsapp and handouts it connects beautifully to your own mpp server too it fails to connect to conferences which is a major let down and you have to enable foreground service to receive push bit annoying otherwise this is an absolutely superb app ,0,1,0,1,0,1,0,0,0,0
475,superior privacy and security over abbr and chat secure ,0,0,0,1,0,0,0,0,0,0
476,but please do not show otr messages with wrong key ,0,0,0,1,0,0,0,0,0,0
477,thanks for the reply image share in group which will work on https voice share in group https emotions internal audio player so that we can play the received audio without using another audio player ,1,1,0,1,0,0,0,0,0,0
478,would have given if it supported somehow sharing of pictures to group ,0,0,0,0,0,0,1,0,0,0
479,would be nice to get some more basic functions built in current status of your contact in the icon rather than having to check the send button within a conversation also an option to see all contacts by default rather than having to add a new conversation to see who is online ,0,0,0,0,0,0,0,0,0,0
480,support very quickly fixed an initial problem that prevented the client working for me some nice features although not perfect some comments sent privately ,0,0,0,1,0,0,1,0,0,0
481,could not edit handle for group chats and thus could not get into them otherwise app did what it claimed edit author clarified how to add handle for group chat will be pulling this into my daily driver and use it ,0,1,0,1,0,0,0,0,0,0
482,an incredible mpp client all it needs is a dark theme option to save my feeble eyes ,0,0,0,0,0,0,0,0,0,0
483,one request though would be to use the last received message in the body of notifications for group chats otherwise its pretty much perfect ,0,0,0,0,0,0,0,0,0,0
484,what i want to see before i can give a higher review is the ability to display all online contacts and sort contacts by status i am using abbr as instant messaging not as an sms replacement ,0,1,0,0,0,0,0,0,0,0
485,best design of any mpp client i tried support for server autodiscovery great support for conferencesgroups at work i have contacts handled them fine missing icon sync contact groups ,1,1,0,0,0,0,0,0,0,0
486,unlike other clients the roster is not front and center that makes contact management annoying also there is no sort by status and the indicators are not visible by default definitely the most beautiful android mpp client though ,0,0,0,0,0,0,0,0,0,0
487,great clean interface it sadly does not show anything anywhere indicating onlineoffline status of contacts id like to be able to quickly tell if my coworkers are available for chat or not rather than sending and praying ,0,1,0,1,0,0,0,0,0,0
488,this app represents a great deal of work and an unusual amount of attention to ui aesthetics which on android is definitely refreshing for a messaging app of any kind unfortunately i have a good deal of trouble connecting to my own mpp servers through this app and i do not really have a lot of options at my disposal to try and fix that in this app i would love to eventually see something like robbers custom host menu which allows one to specify the server ipfqdn and port without a srv record or when it needs to be overridden eg when you are behind the servers own router though admittedly my own situation might be a bit niche other than this and the issue with talk messages constantly failing this app is off to a fantastic start and i look forwarding to playing with it more as it progresses ,0,1,0,0,0,1,0,0,0,0
489,app was really easy to setup to use works abbr server although there was a entrusted certificate issue on first connecting a notification to say this would be nice using the app is easy and i prefer it over the old app i used abbr one thing i found lacking was the search functionality while it shows the list of people on the server it did not look for rooms on the conference subdomain on the server which meant i was unable to connect to the group chats there ,0,1,0,1,0,0,0,0,0,0
490,looks and works great it would be nice to have the ability to strip html formatting from incoming messages some other clients send it by default and its a horrible mess of raw html in conversations id also like to be able to send pictures preferably with the image being encrypted as well not sure how that works with otr though ,0,1,0,1,0,0,0,0,0,0
491,all design issues i had with this app were resolved in the material you update best mpp client for android ,1,0,0,0,0,0,0,0,0,0
492,you have a free app that uses the same pictures what is the difference and why did this one charge does this do file transfers of any type ,0,0,0,0,0,0,0,0,0,0
493,perhaps the one app that keeps me on android seamless mpp support i use prosody great ui and no memorable glitches or bugs in the several years i have used it ,0,0,0,1,0,0,0,0,0,0
494,the best mpp abbr client i have tried very battery efficient ,0,0,0,0,0,0,0,0,0,0
495,the app is awesome鉂わ笍 but i have few things to share please give option to select our custom color for themes and ability to add custom wallpaper for our chat swine reply for messages and reply option for images and gift remove the avatars in our chat bring last seen on top of the chat plz make the app more battery efficient thanks for this wonderful app absolutely love it ,0,1,0,1,0,1,0,0,0,0
496,fixed feb update seems to have broken sending attachments they are received as encrypted and cannot be opened by receiver edit speedy response to the above issue now works well excellent service ,0,0,0,1,0,0,1,0,0,0
497,nice massage app i can send massage without my phone also you can call ,0,0,0,0,0,0,0,0,0,0
498,great app for an mpp enthusiast ,0,1,0,0,0,0,0,0,0,0
499,this is the only android mpp client you will actually want to use yes abbr tends to be a mess and yet conversations made me forget this as everything functioned just fine i wish everyone else did this ,1,0,1,0,0,0,0,0,0,0
501,the best mpp application i use it every day for mpp chat and irc with a biboumi bridge on my prosody server ,0,1,0,0,0,0,0,0,0,0
502,far and away my favorite mpp client ,0,0,1,0,0,0,0,0,0,0
503,been using this on my phone and my wife for around or over a year now it has worked flawless on and lg and samsung phone along with a private prosody server that i setup myself keep up the good work definitely worth the couple of dollars ,1,1,0,1,0,0,0,0,0,0
504,the very best mpp chat client i have hosted mpp for over years and this app is still best of many clients very stable ,1,0,0,1,0,0,0,0,0,0
505,edit overhead problem seems to be fixed great app easy to use and set up i definitely recommend app does something to my phone heats it up big time other than that its a great app ,0,0,1,1,0,0,0,0,0,0
506,it just works and works well extremely low battery usage it can take a little navigation to find your barcode to show new contacts the app is great when other people have the requirements for video chat no desktop linux software packages do sadly ubuntu ,0,0,0,1,0,0,0,1,0,0
507,the first items memo or openpgp support 鈥encrypted audio and video calls dltssrtp should be a standard hence dealbreaker for all other mpp browsers in other words do not hv it skip it security risk too high without been using for better part of find it superior no probe to report just works with encryption standard certainly would not go wrong trying i like it do recommend use with orbit ,0,0,0,1,0,0,0,0,0,0
508,offers broad support for most important eps as well as reliable calls via stuntman ,0,0,0,1,0,0,0,0,0,0
509,my favorite app for using mpp well worth it ,0,0,1,0,0,0,0,0,0,0
510,the most recent update has strict certificate controls this is good i was using a self signed cert on my home hosted mpp server and just had to reissue a new one to get connectivity again after update thanks to the developers for their input ,0,1,0,1,0,0,0,0,0,0
511,best mpp client on android ,0,0,0,0,0,0,0,0,0,0
512,getting double messages quite often perhaps on the server end but it never happened with my other mpp apps also it hangs when sending images then they never deliver nice interface fast response and i assume that my problems might be on my server end i love the app and if i cannot iron out the problems i might change my review ,0,0,0,0,0,0,0,0,0,0
513,have been using the droid version for a while now bought here as a token of support great work ,1,0,0,0,0,0,0,0,0,0
514,thank you for this app it if easy to find mpp client but hard to find mpp client that supports audiovideo calls so well as conversations if you may add custom color themes or possibility to add picture as chat background it would be amazing ,0,1,0,0,0,0,0,0,0,0
515,wonderful app bought this as a token of support one thing is needed that the app should have app picture and video gallery so that we can see the images and videos right from the app i mean whatsapp and telegram has already got this you need to click on gif and then let it load in party gallery to see what someone has sent you i hope developer got what i am trying to cover i can open a ticket on github if required just a suggestion ,0,1,0,0,0,0,1,0,0,0
516,best app by denial gultsch i am bit confused i watched your video of about explaining the growth of conversation you have said in one of the video that pg is not good for privicysecurity why so plz enlighten ,0,0,0,1,0,0,0,0,0,0
517,cutting edge software recently purchased not sure how to enable voice and video calling ,0,0,0,0,0,0,0,0,0,0
518,best in its class works flawless on all my devices i have had issues with other communicator and moreover it have some unique features ,1,1,0,1,0,0,0,0,0,0
519,love this app for low battery consumption works great even without cm on lineage ,0,0,0,1,0,0,0,0,0,0
520,works perfectly as of right now mpp is pretty secure too do some research and check it out ,0,1,0,1,0,0,0,0,0,0
521,a great app worth trying it has a high level of safety light with groundbreaking advantages ,0,0,0,1,0,0,0,0,0,0
522,good solid mpp client ,0,0,0,0,0,0,0,0,0,0
523,the app is great first app that i buy ever been using android devices for yrs it does everything i need unfortunately there are no notifications for messages in group chats muc normal notifications work fine please fix notifications for group chats edit i have entered the group menu three dots channel details notify on all messages now it works 馃憤 thanks changed to stats now 馃槂 ,0,1,0,0,0,0,0,0,0,0
524,the best secure chat app on android works well with ejabberd and memo ,0,0,0,1,0,0,0,0,0,0
525,this app keeps improving steadily very optimized on ram very smooth on usage ,1,0,0,1,0,0,0,0,0,0
526,best mpp client on android and one of the best across all platforms ,1,0,0,0,0,0,0,0,0,0
527,awesome chat application please can you add a delete for everyone message feature ,0,0,0,0,0,0,0,0,0,0
528,app is pretty good and open source which is awesome it has some space for improvement but the open encryption protocol custom servers and open source implementation make this app the choice if you care about privacy ,0,1,0,1,0,0,0,1,0,0
529,i have been testing several mpp client for my private ejabberd server conversation is the one that worked straight after installation love memo and file upload integration unless i mistaken its just missing a view of the shared roster great job 馃憦 ,1,1,0,0,0,0,0,0,0,0
530,best mpp client on android ,0,1,0,0,0,0,0,0,0,0
531,awesomenesshas memo and openpgp as encryption options as well as tor connection this vs signal conversation app wins the day imo and if you host your own ejabber several the data is your ,1,1,0,1,0,0,0,0,0,0
532,its a good app to use but i cannot restore from backup just shows a blank dialog overtime i try pretty much breaking the whole app for me hey thanks for the reply sorry about that the restore works now everything else about the app is great ,0,0,0,1,0,0,0,0,0,0
533,its the best mpp client ,1,0,0,0,0,0,0,0,0,0
534,this is a very good mpp client for android the big hurdle is figuring out which mpp server to go with as not all are created and operated equally not the devs fault though the dev is very prompt about replying to email as well i am happy with the app so far ,0,0,0,0,0,0,0,0,0,0
535,feels good to use a generated chat service that is this polished thank you ,0,0,1,0,0,0,1,0,0,0
536,brilliant client works flawless with my ejabberd server no trouble at all to set up really cannot fault it ,1,0,0,1,0,0,0,0,0,0
537,pretty good i did have trouble with not regaining connections on reboot but i found forcing it to run in the foreground in advanced options seemed to fix that ,0,0,0,0,0,0,0,0,0,0
538,how messaging should be text exchange and none of the added nonsense that other apps add that results in shownews and other drawbacks not to mention tracking and data mining minimalist and perfect ,0,1,0,1,0,0,0,0,0,0
539,this is a fantastic app that works perfectly with my prosody server keep up the great work ,1,0,0,0,0,0,0,0,0,0
540,unable to connect security error fixed hoping for a backup chat log function ,0,0,0,1,0,0,0,0,0,0
541,please please please fix this issue its so annoying i sometimes forbid notifications for the app only to find two days later that i missed some interesting messages ,0,0,0,1,0,0,0,0,0,0
542,extremely reliable smooth robust and battery efficient easily the best mpp client ever and everybody knows that ,1,0,0,1,0,0,0,0,0,0
543,hello dear developers i have few questions about the size of the app why the previous update was around mb and this update over mb there are no new features just a small fix my android version is the same i am curious to know why is that difference also when i compile myself the apparel combat debug with android studio on windows the size of the app is almost three times bigger about mb thank you for the best mpp app on the market ,0,1,0,0,0,0,0,0,0,0
544,fantastic ui has been great to work with really wellfeatured and has great docs about standards etc highly recommend ,1,1,0,0,0,0,0,0,0,0
545,not so much the app as the developers that are always creating various ways of bringing communications together that enhance the understandings between people so that they can have healthy discussions on a more professional levelthis in turn creates a holistic communications base on all levels for one and for all concerned ,0,1,0,0,0,0,1,1,0,0
546,one of the most beautiful simple chat clients available on any platform ,0,1,1,0,0,0,0,0,0,0
548,the best i have used so far on android i have been using the droid version for about a year and being so happy with it just purchased the playstore version ,1,0,0,0,0,0,0,0,0,0
549,great app just things are missing search in conversation single messages selection and removalforward ,0,0,0,0,0,0,0,0,0,0
550,do not even waste your time with other mpp apps seriously ,0,0,0,0,0,0,0,0,0,0
551,great ui lots of features far more usable that any other abbr app i have seen glad to see otr removed ,1,1,0,1,0,0,0,0,0,0
552,version is giving delivery failed messages on outgoing messages ,0,0,0,0,0,0,0,0,0,0
553,great app love it ,0,0,0,0,0,0,0,0,0,0
554,changed from star to star had an issue was contacted right away and given a patch via email in less than a hour great support ,0,0,0,1,0,0,1,0,0,0
555,the most security chatting application ,0,0,0,1,0,0,0,0,0,0
556,this is a great app without it i would not have been able to convince my nontechie family to use our private messaging server user experience is intuitive and close enough to whatsapp that they knew what to do immediately ,0,0,0,0,0,0,1,1,0,0
557,abbr is the best option for secure routine instant messaging for special privacy needs consider brian and conversations is the best android option for secure abbr ,0,0,0,1,0,0,0,0,0,0
558,the only client that works with my company ancient mpp system ,0,0,0,1,0,0,0,0,0,1
559,best i have used so far great support from developer ,1,0,0,0,0,0,1,0,0,0
560,i tried this as abbr disconnect often when exiting or entering wifi i had to contact the writer as my server was not connecting a bind failure was reported it turned out to be another problem related to encryption being optional on my end they identified it quickly works like a charm now very nice layout ,0,1,0,1,0,0,1,0,0,0
561,an excellent secure messaging app users can adjust or change the type of encryption for each chat even during a conversation also has a darkblack theme works well ,0,1,0,1,0,0,0,0,0,0
562,best mpp client ever used i tried every client in the market except for paid apps this by far the one that stole my heart i use it everyday with my family running on my server and it is running flawless side note now that ejabberd supports sip calling why not make the app uses the phone calling option based on gossip and let us worry about configuring turnstun configuration it would really help us a lot ,1,1,0,1,0,0,1,0,0,0
563,amazing love it and love that its open source ,0,0,1,0,0,0,0,1,0,0
564,abbr texting mpp is the replacement for legacy texting that outdated tech engraving you to a single device with the obscene pricing ditch sms ,0,1,0,0,1,0,0,1,0,0
565,awesome secure way to communicate with friends and family ,0,0,0,1,0,0,1,0,0,0
566,i like the app its easy to use ,0,0,0,1,0,0,0,0,0,0
567,this app is great it allows you to use your pg key from openkeychain to send and receive messages to add an extra layer of privacy you can also send messages through tor by utilizing orbit would definitely recommend especially for advanced users ,0,1,0,1,0,0,0,0,0,0
568,client has matured a lot over the past year can finally be used by my family members ,0,0,0,0,0,0,1,0,0,0
569,awesome it does what it says simple clean ui ,1,1,0,0,0,0,0,0,0,0
570,best android chat app ever secure simple never had any issues it just does its job thank you for your efforts daniel ,0,0,0,1,0,0,0,0,0,0
571,used the open source version before and decided to buy to support the developer great messenger good job ,0,0,0,0,0,0,1,0,0,0
572,best mpp client and not only on android ,1,0,0,0,0,0,0,0,0,0
573,the best mpp client ,0,0,0,0,0,0,0,0,0,0
574,we cannot see the status of other users whether they are online or offline ,0,0,0,0,0,0,0,0,0,0
575,good app i hope this app can keep my privacy ,0,0,0,1,0,0,0,0,0,0
576,i cannot believe how little battery this uses its so lightweight i wonder if it uses cm fantastic updated regularly and feature packed i used to use abbr which is excellent itself but this is just so light on battery usage you forget its running ,0,0,0,0,0,0,0,0,0,0
577,the ui is great and the developer is very responsive ,1,0,0,0,0,0,1,0,0,0
578,hoping for the ability to have gift animate while in the message field of view instead of opening it in a separate window also a short video plug in soon would be useful too great app so far ,1,1,0,0,0,1,0,0,0,0
579,good messenger overall unfortunately do not support text formatting will be nice to have this future ,0,1,0,0,0,0,0,0,0,0
580,only mobile mpp client i found with working file transfer i use it with my prosody server and it works great ,1,0,0,0,0,0,0,0,0,0
581,my favorite mpp client in general very useful and wellimplemented thank you developers ,0,0,0,0,0,0,1,0,0,0
582,would love to see a video snippet plugin too ,0,1,0,0,0,0,0,0,0,0
583,featureful good ui good endtoend crypto good replacement of the much hoped signal ,1,1,0,1,0,0,0,0,0,0
584,how to find my otr fingerprint how to import my own otr key how to exit from app completely with background services too ,0,1,0,0,0,0,0,0,0,0
585,wellfunctioning client with support and that allows me sending and receiving photos with the people i chat with very stable has so far never crashed on my devices good verbosity on showing which ep features that the connected server supports nice dark theme ,0,1,0,1,0,0,1,0,0,0
586,great app with great support ,0,0,0,0,0,0,1,0,0,0
587,can someone please fix the failure of open keychain to do its job please ,0,0,0,1,0,0,0,0,0,0
588,with ejabberd in a raspberry pi memo encryption no server to server message archive management it is great to exchange photos and videos with peace of spirit and server backup waiting with batted breath for videoaudio implementation there is a bounty for that ,0,0,0,1,0,1,0,0,0,0
589,the best android abbr client so far ,1,0,0,0,0,0,0,0,0,0
590,top flight secure messaging app ,0,0,0,1,0,0,0,0,0,0
592,this is handsdown the best mpp client not just on android but anywhere we need more featurerich and usable apps like this in the world ,1,1,0,0,0,0,0,0,0,0
593,all the features required to enjoy rich content chatting plus the automation of end to end encryption even though i have droid i purchased it here to support the developers this app is capable of all the features provided by google handouts with the added bonus of encryption and far more efficient battery consumption it is just a matter of configuring your server appropriately to enable the eps required to support the features i am using ejabberd so i can guarantee you that at least the versions support all the features ,1,1,0,1,0,0,1,0,0,0
594,works great against a prosody mpp server carbon copy works messages go to psi and conversations mentions work notifications when my nick is mentioned in a conference quiet otherwise notifications on keywords in a conference not implemented oh well overall its not as featurerich as abbr but so far its less buggy and the ui is much better ,1,1,1,0,0,0,0,0,0,0
595,updated rate original scored star because it did not function with work i am daniel bent over backward to provide a timely solution that was customized to my company great product incredible customer support thanks daniel ,0,0,0,0,0,0,1,0,0,0
596,conversations is the best mpp client even better than desktop mpp clients with a mpp server which supports the needed eps its a powerful modern communication tool ,1,0,0,0,0,0,0,0,0,0
597,the best mpp application i found in the store ,1,0,0,0,0,0,0,0,0,0
598,now i can run my own mpp server and replace whatsapp best mpp app i have found i wish i could find a desktop equivalent mam and httppublish support ,0,1,0,0,0,0,0,1,0,0
599,no presence priorities no doc commands no service discovery no period resource lists 鈥but also no problems beautiful and functional ui message carbon and mam ensure continuous experience between devices as well as desktop better than anything else ,1,1,0,0,0,0,0,0,0,0
600,best mpp client on android ,0,0,0,0,0,0,0,0,0,0
601,this is my goto replacement for the slack app notifications always appear the second messages arrive any conversation i read is marked as read and of course all the basics are there too plus its open source ,0,1,0,1,0,0,0,1,0,0
602,this is the best mpp client i have ever used on a phone its well worth a couple dollars ,1,0,0,0,0,0,0,0,0,0
603,the best app out there on any platform for reliable easy and transparent mpp chats ,0,0,0,1,0,0,0,0,0,0
604,this client is consistent offers three types of encryption and is reliable i have never experienced a crash i am happy with the performance and use it regularly ,0,0,0,1,0,0,0,0,0,0
605,modern feature wise modern ui actively developed almost feature complete looks much like handouts i just wish there were a similar desktop application the new share feature httpupload is great and makes conversations on pair with handouts chat etc ,1,1,0,0,0,1,0,0,0,0
606,works great love the pg encryption and the integration with openkeycain app keeps up the good work ,0,0,0,1,0,0,0,0,0,0
607,works as expected very pleased ,1,0,0,0,0,0,0,0,0,0
608,thanks to the developer for taking mpp on android into the modern era with tor support memo support and a beautiful app very happy with conversations and happy to support the development keep up the great work ,1,0,0,1,0,0,1,1,0,0
609,great app i have not experienced any connectivity issues with conversations like i have with other apps of this type it also has a very minimal battery drain ,0,0,0,1,0,0,0,0,0,0
610,modern neat contemporary mpp client for the win ,0,0,0,0,0,0,0,0,0,0
611,wow very impressive client only thing left for me to wish for is a dark theme actually id love to see this app dressed in black great work ,0,0,1,0,0,1,0,0,0,0
612,everything works great only section where contact list in ui is not resized well on android nexus i see part of the previous conversation window on the right i think it should be hidden with ability to slide right ,0,0,0,1,0,0,0,0,0,0
613,unusual approach to build mpp client but its worth it on a modern server default settings could be more revealing the nice features ,0,1,0,0,0,0,0,0,0,0
614,way better than facebook messenger app ,0,0,0,0,0,0,0,0,0,0
615,stable with regular updates and new features keep them coming update still hands down the best mpp client on android however would like to request a reminder feature to developer ,1,1,0,0,0,1,0,0,0,0
616,pebble api quick reply support would make it even better ,0,1,0,0,0,0,0,0,0,0
617,i really like business model of this application its free software but to download it from google play you have to pay there are lot of implication in favour of user problem with i am or other mpp otr app was that i never was not sure if otr is done on my cellphone or on their servers i did not know if keys are stored also in their servers or only in my device but with this application because of free software nature you have source codes so you are able to audit code if you want also in previous i had problem with i am pro and their support does not act at all but with free software app i do not need to relay on official support and i can just support it by myself or buy support from third party there is no proprietary lock up i am also surprised how well this app does work i tried to turn off app and then ping my mpp client and i get that message immediately i am not sure how this is possible ill look at the source code but its possible that you guys are using push notification or something if so how i know you did not use server thin client ,1,1,0,1,0,0,0,0,0,0
618,great design and use of the mpp protocol i wish there were more clients like this ,0,1,0,0,0,0,0,0,0,0
620,quite pleased with this the only capable mpp client remaining for android with support for modern mpp extensions keep up the excellent work ,1,0,0,0,0,0,0,0,0,0
621,the best mpp app around puts the others to shame ,1,0,0,0,0,0,0,0,0,0
622,would love it if you could add an emotions feature ,0,1,0,0,0,0,0,0,0,0
623,full features that really works nothing in ios that works properly in group chat so please please have it available in ios too ,1,0,0,0,0,0,0,0,0,0
624,between all the crappy or batteryeating abbr apps this one definitely stands out this app brings robbers user experience back in par with handouts ,1,0,0,1,0,0,0,0,0,0
625,nice ui update d ,0,0,0,0,0,0,0,0,0,0
626,look and feel only thing missing for me is control over resource priorities thanks for the great work ,1,0,0,0,1,0,0,0,0,0
627,conversations is the best mpp client for android by leaps and bounds well done ,1,0,0,0,0,0,0,0,0,0
628,is it possible to add possibility to read message history for talk account ,0,1,0,0,0,0,0,0,0,0
629,just allaround fantastic everything is great it would be perfect if we could get more mpp settings eg set domain and chat server separately a menu item to completely log off and close the app for when i do not want to be online ,0,1,0,0,0,0,0,0,0,0
630,after running with abbr clients that looked like they came out of android it was nice to come across an app that is modern and functional worth every cent ,1,0,1,0,0,0,0,0,0,0
631,we using as clark chat support and its works fine i like modern ui please make desktop version too great and fast app without big bugs recommended ,1,0,0,0,0,1,0,0,0,0
632,not only does this look like a messaging app it also has the features one expects of modern i am software if your server supports it running this with a selfhosted prosody makes for a killer whatsapp alternative ,1,1,0,0,0,1,0,0,0,0
633,conversations is a very lightweight and simple mpp client but with a lot of advanced features implemented not only you can send messages photos audio records and files you can encrypted your conversation using otr or a openpgp bridge the ui is simple modern and fast and the code is open source for you to learn or improve whatever you need is by far the best android client i have found ,1,1,0,1,0,0,0,0,0,0
634,excellent and thanks for making it opensource that sold it for me ,0,1,0,0,0,0,0,1,0,0
635,best mpp client for android ,0,0,0,0,0,0,0,0,0,0
636,easily the best android mpp client around you only need a server that supports the extensions and you will have a nice whatsapp replacement ,0,1,0,0,0,0,0,0,0,0
637,glad i waited with my review since this app gets better and better with every update and a lot of the small and annoying stuff is fixed now a lot of good features have been added as well and its stable now have not experienced a crash with the two latest versions one of the purchases i really enjoy ,0,1,1,1,0,0,0,0,0,0
638,love it more and more and more cannot wait to see a material design version ,0,0,1,0,0,1,0,0,0,0
639,works as advertised i was a long time user of i am pro but lately they have issues with notifications and battery drain ,0,0,0,1,0,0,0,0,0,0
640,very decent mpp client ,0,0,0,0,0,0,0,0,0,0
641,far superior to other android mpp clients i have tried and i have tried quite a few beautiful ui very fast and most importantly for me has both simple otr integration that actually plays nice with other mpp clients like virgin and group conversations worth every penny ,1,1,1,0,0,0,0,0,0,0
642,great app fast simple and smooth works well with facebook chat and google talk ,1,0,0,0,0,0,1,0,0,0
643,hands down worth the money ,0,0,1,0,0,0,0,0,0,0
644,the best mpp client for android ,0,0,0,0,0,0,0,0,0,0
645,nice app and great support ,0,0,0,0,0,0,1,0,0,0
646,really nice app however the option to keep it active by placing it in notification area is missing hence closing the app causes some problems connection interruption ,0,0,0,1,0,0,0,0,0,0
647,nice ui good performance lots of features ,0,0,0,0,0,0,0,0,0,0
648,tried about mpp android apps literally this was by far the best took me awhile to figure out how to pm hold down on avatar but otherwise great improvement to make is to use mpp server avatars another program did this so i know it is possible id also like to be able to start a private conversation with someone from within a conversation instead of whispering ,1,1,0,0,0,0,0,0,0,0
649,finally a great and usable xmppclient and its even opensource thank you so mich for making the脽 ,0,1,0,0,0,0,0,1,0,0
650,looks really nice is fast and allows encryption and its even opensource 鈥best client out there ,0,1,0,1,0,0,0,0,0,0
651,the support for message carbon is huge the ui is great though can we request a dark theme also is there a way to group the contact list by status ndor roster group ,0,1,0,0,0,0,0,0,0,0
652,full disclosure the developer of this app is a friend of mine i have been betatesting this app for a while and it is the first mpp client that i have actually found myself using quite a bit its built with a clean design and is packed with obscurebutuseful features i especially appreciate the nice balance of customizability and simplicity where other clients tend to err on the side of too many options this results in a really streamlined well throughout user experience one can tell that a great deal of attention is played to ux design another thing that makes this client really stick out is the support for various eps which really noticeably improve mobility performance keep in mind that this is a somewhat early version of the app so occasionally i still run into bugs but these are usually fixed very quickly by the developer ,1,1,0,1,0,1,1,0,0,0
653,i just want to share my photos with hashtag and see when people like them currently hashtag do not seem to display any messages i have installed entry but i never get alerted when folks star my photos i cannot see how many likes a photo has in the app i reached out on what appears to be the official support forum and received no response i like that it supports multiple accounts from mastodon and pixelfed but it just does not seem very useful ,1,1,0,1,0,0,0,1,0,0
